DNI,Asegurado,FecNac,SEXO,CPP,síntomas,enfermedad detectada,Distrito
85626147.0,Fernando Alberto Pérez Sánchez,1992-12-27,M,OTRO EL SALLOF NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
38122243.0,Verónica Claudia Sánchez Flores,2003-03-16,F,CASERIO SAN JUAN DE CHORRILLOS,"dificultad para respirar, opresión en el pecho, sibilancias",Asma,Cutervo
63413508.0,Luis Gloria Paredes Pérez,1950-05-13,F,CP.EL CUMBE,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
84451933.0,Pedro Natalia López Vargas,1996-01-09,F,OTRO. VISTA ALEGRE NRO. PUERTA SN PISO.01,"náuseas, dolor abdominal, acidez estomacal",Gastritis,Cutervo
68710892.0,Juan López Flores,2003-07-03,F,OTRO. CHAQUIMAYO NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas",Migraña,Cutervo
32318810.0,Fernando Olga Sánchez Torres,1966-11-13,F,CASERIO SAN JOSE DE LIRIO,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
15349337.0,Marta Alberto Torres Paredes,1962-05-15,F,EL CUMBE,"náuseas, acidez estomacal",Gastritis,Cutervo
19375359.0,Luis Olga Castillo Flores,2004-12-05,M,C.P.EL CUMBE,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Cutervo
53900225.0,María Andrés García Paredes,2015-12-16,M,COMERCIO SN,"tos, fiebre",Gripe,Cutervo
64781325.0,Miguel Héctor Herrera Silva,1996-11-12,M,CASERIO YAPANA,"dificultad para respirar, sibilancias",Asma,Cutervo
75876820.0,Lucía Natalia Castillo Delgado,2000-11-17,M,CALLAYUC,micción frecuente,Gripe,Cutervo
10054314.0,Jorge Laura Rojas Silva,1995-11-20,F,EL CUMBE,,Asma,Cutervo
47823105.0,Jorge Eduardo Rodríguez Delgado,2003-07-24,M,CASERIO YAPANA,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
40132476.0,Pedro Eduardo Silva Gutiérrez,2002-06-12,F,CP EL CUMBE,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
26069259.0,Sandra Raúl Mendoza Flores,1958-05-25,F,CASERIO SAN JOSE,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
82163716.0,Ángel Roberto Cruz Silva,2020-08-21,F,CASERIO CHURAZ,"dolor abdominal, acidez estomacal, náuseas",Gastritis,Cutervo
19198822.0,Miguel Héctor Vargas Cruz,2013-12-06,M,EL CUMBE,"dolor abdominal, acidez estomacal",Hipertensión,Cutervo
19610019.0,Sandra Luisa Delgado Cruz,1955-05-10,F,BATANCILLO,"mareos, dolor de cabeza, visión borrosa",Hipertensión,Cutervo
18680194.0,Verónica Mónica Vargas Ramírez,1971-08-13,F,,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
38547129.0,Ángel Carolina Vargas López,2014-07-22,M,CASERIO SAN JOSE DE LIRIO,fiebre,Alergia,Cutervo
51693469.0,María Natalia Herrera Pérez,2018-08-02,M,OTRO. A 30 MINUTOS DEL CASERIO NRO. PUERTA SN PISO.01,,,Cutervo
31649963.0,Rosa Eduardo González Delgado,1976-02-01,F,OTRO OTRO NRO.0000 BLOQUE.000 PISO.02 INTERIOR. 000 MZA. 000 LOTE.000,"picazón, ojos llorosos",Alergia,Cutervo
56884817.0,Marta Carolina González Castillo,1998-03-16,M,OTRO. SAN JOSE DE LIRIO NRO. PUERTA SN PISO.02,"dolor de cabeza, mareos",Migraña,Cutervo
21294374.0,Patricia Héctor González Pérez,2016-10-01,M,OTRO. LA CONGA NRO. PUERTA SN PISO.01,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
21253649.0,Sandra Raúl Cruz Flores,1982-07-16,F,CARR. SAN ISIDRO NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"fiebre, pérdida de olfato",Gripe,Cutervo
81881814.0,Carlos Laura Pérez García,2022-05-01,F,CAS. CHONTAS,"dolor abdominal, náuseas, acidez estomacal",Gastritis,Cutervo
34132418.0,Jorge Héctor Torres Martínez,1976-06-02,M,,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
95764472.0,Patricia Marco González Delgado,1934-04-30,M,SAN ISIDRO,"tos, congestión nasal, dolor de garganta",Gripe,Cutervo
82402651.0,Yolanda Luisa Torres Cruz,2011-09-24,M,CASERIO CHONTAS ALTAS,"acidez estomacal, náuseas",Gastritis,Cutervo
72816081.0,Yolanda Natalia López Delgado,1923-07-14,M,EL CUMBE,"sed excesiva, micción frecuente",Migraña,Cutervo
73642816.0,José Laura Vargas Ramírez,2011-11-29,F,CASERIO UNION SAN JOSE,"mareos, dolor de cabeza",Hipertensión,Cutervo
65424770.0,Sandra Mónica López Rodríguez,1966-04-15,F,SANTA RITA,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
63143275.0,Carlos Alberto Mendoza Paredes,1978-06-16,F,CENTRO POBLADO EL CUMBE,,Migraña,Cutervo
25210472.0,Yolanda Diego Flores Martínez,2022-09-13,M,OTRO HUABAL NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,COVID-19,Cutervo
88010170.0,Pedro Gloria Martínez Paredes,1993-02-01,F,VILUCO,"náuseas, dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
78881679.0,Verónica Olga Castillo Torres,1982-02-28,F,CASERIO BATANCILLO,"tos seca, pérdida de olfato, fiebre",COVID-19,Cutervo
56658408.0,Marta Héctor Flores González,1966-02-20,M,CALLE CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,picazón,Hipertensión,Cutervo
77418489.0,Marta Luisa Paredes Vargas,2016-05-13,F,CASERIO CHONTAS ALTAS,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
24077090.0,Miguel Mónica Castillo Vargas,2019-04-22,M,OTRO CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE. KM.,cansancio,Migraña,Cutervo
10444498.0,José Olga Castillo Paredes,1986-03-17,F,OTRO CUMBE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,,,Cutervo
18577198.0,Patricia Eduardo Pérez Martínez,2023-10-03,M,CALLAYUC,,,Cutervo
39277676.0,Jorge Roberto Rodríguez Pérez,1997-10-22,M,CASERIO CHURAZ,"dificultad para respirar, opresión en el pecho",Asma,Cutervo
98604821.0,Luis Marco Castillo Herrera,1934-02-16,M,VILUCO,"dolor de cabeza, visión borrosa",Asma,Cutervo
12137760.0,Lucía Carolina López Flores,1963-10-10,F,PTO CHIPLE,"dolor de cabeza, náuseas",Migraña,Cutervo
97282873.0,José Luisa González Cruz,2004-03-01,F,JR. COMERCIO SN   PISO 01,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Cutervo
32626969.0,Luis Marco Silva González,1982-01-23,F,CHURAZ,dolor de cabeza,,Cutervo
38512524.0,José Ramírez Martínez,1990-10-03,M,,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
77587841.0,María Sara Castillo Rojas,1974-12-22,M,CASERIO DE FILADELFIA,"sibilancias, opresión en el pecho",Asma,Cutervo
30539129.0,Carmen Alberto Vargas Rodríguez,1991-05-19,M,CASERIO YAPANA,,COVID-19,Cutervo
53163315.0,José Mónica Delgado Rojas,2017-04-26,F,,,,Cutervo
45779586.0,Jorge Eduardo Sánchez Rodríguez,2005-01-09,M,BATANCILLO,"fiebre, pérdida de olfato, tos seca",COVID-19,Cutervo
37850306.0,Pedro Isabel González Rojas,2003-11-03,F,CASERIO SAN JUAN DE CHORRILLOS,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
48257009.0,Sandra Mónica Martínez Flores,2020-08-26,F,CASERIO VILUCO,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
20446980.0,María Claudia López Cruz,1963-04-11,M,SAN ISIDRO,,,Cutervo
31686369.0,Miguel David Vargas Rodríguez,2021-06-21,M,CASERIO CHURAZ,"tos, dolor de garganta",Gripe,Cutervo
40172440.0,Jorge Andrés Sánchez Mendoza,1988-07-08,M,,"ojos llorosos, estornudos, picazón",Alergia,Cutervo
31730001.0,Sandra David Sánchez Ramírez,2023-12-12,M,CASERIO SANTA RITA,"sensibilidad a la luz, dolor de cabeza, náuseas",Migraña,Cutervo
62255434.0,Sandra Andrés Sánchez Cruz,2007-12-20,F,CASERIO SALLOF,"mareos, visión borrosa",Hipertensión,Cutervo
35993794.0,Verónica Luisa Gutiérrez Torres,2008-10-14,M,COMUNIDAD GRAMALOTILLO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
98952545.0,Sandra Laura Pérez Herrera,1979-02-13,F,SAN FRANCISCO,"dolor abdominal, náuseas",Gastritis,Cutervo
32014350.0,José Gloria Gutiérrez Rojas,1943-06-22,F,OTRO QUEROMARCA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"opresión en el pecho, sibilancias",Asma,Cutervo
88742296.0,Rosa Gloria Paredes Flores,1980-07-24,F,CASERIO DE FILADELFIA,,,Cutervo
80126599.0,Juan Sara Gutiérrez Silva,2005-11-25,F,CASERIO SAN JOSE,,,Cutervo
61071037.0,Sandra Gloria Paredes Sánchez,2007-07-28,M,SANTA ROSA,"náuseas, dolor abdominal",Gastritis,Cutervo
69993049.0,Lucía Natalia Paredes Pérez,1966-01-24,M,COMUNIDAD DE SAN JUAN DE CHORRILLOS,"tos seca, fiebre, dificultad para respirar",COVID-19,Cutervo
91983036.0,Carmen Sara Sánchez Torres,1990-08-06,M,JR COMERCIO SN,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
70853226.0,Pedro Luisa Vargas Pérez,1987-03-27,M,GRAMALOTILLO,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
40717216.0,Lucía Diego Vargas Paredes,1990-08-27,M,CASERIO CHONTAS BAJO,"visión borrosa, dolor de cabeza",Hipertensión,Cutervo
13041361.0,Sandra Alberto Silva Pérez,2003-07-29,M,CHONTAS ALTAS,"opresión en el pecho, sibilancias",Asma,Cutervo
51017064.0,Ángel Olga López Cruz,1947-04-28,M,CALLAYUC,,Gastritis,Cutervo
59115443.0,Verónica Andrés Ramírez Sánchez,1981-07-25,M,EL CUMBE,"acidez estomacal, náuseas",Gastritis,Cutervo
13338111.0,Juan Sara Torres Ramírez,2011-01-01,M,CASERIO CHURAZ,,,Cutervo
95904287.0,Carlos Olga Herrera Cruz,1942-04-15,M,CASERIO BATANCILLO,"estornudos, ojos llorosos",Alergia,Cutervo
78306338.0,Lucía Carolina Castillo Flores,1965-11-20,M,CASERIO YAPANA,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
84648710.0,Patricia Gloria Herrera Paredes,2010-12-10,M,EL CUMBE,,,Cutervo
69942458.0,Jesús Laura Mendoza Gutiérrez,1979-01-06,F,OTRO. FILA ALTA NRO. PUERTA SN PISO.01,,,Cutervo
56415852.0,Jesús Olga Paredes García,2014-10-17,M,EL CUMBE,"mareos, dolor de cabeza",Hipertensión,Cutervo
46105552.0,Pedro Raúl Rodríguez Herrera,2024-03-01,F,CUMBE,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
48622468.0,Jorge Pablo González Sánchez,2015-05-02,M,OTRO CHONTAS BAJAS NRO.SN BLOQUE. PISO.02 INTERIOR.  MZA.  LOTE.,,Asma,Cutervo
17819625.0,Ana Alberto García López,2020-10-06,F,caserio chontas,"cansancio, micción frecuente",Diabetes,Cutervo
93530042.0,Lucía Andrés Delgado Castillo,1960-01-09,M,OTRO ANTES DEL PUENTE DE CALLAYUC NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,congestión nasal,Alergia,Cutervo
95657102.0,Rosa Olga Herrera Ramírez,2002-04-21,F,CALLE. CALLAYUC NRO. PUERTA SN PISO.02,"congestión nasal, tos",Gripe,Cutervo
64996897.0,Juan Laura Rojas Martínez,1993-11-25,M,OTRO. SAN JUAN DE CHORRILLOS NRO. PUERTA SN PISO.01,"mareos, visión borrosa, dolor de cabeza",Hipertensión,Cutervo
50896383.0,Ángel Natalia Flores Delgado,1948-05-09,M,CASERIO SAN ANTONIO DE VILUCO,,Alergia,Cutervo
39740695.0,Miguel Mónica Torres Cruz,1976-05-17,F,CASERIO EL PORVENIR,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
66709766.0,Yolanda Isabel Silva Sánchez,1996-08-01,F,CASERIO LA LLANGUA,"tos, dolor de garganta",Gripe,Cutervo
96898570.0,Verónica Marco Cruz González,2021-11-20,F,,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
80920004.0,Patricia Mónica Rojas Cruz,2016-03-30,F,CASERIO SANTA RITA,opresión en el pecho,Asma,Cutervo
31797983.0,Fernando Carolina González López,1971-08-30,F,CALLE SAENZ PEÑA SN,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
88883534.0,Jorge Pablo Ramírez López,2008-08-22,M,LLANGUA,"dolor de garganta, fiebre, congestión nasal",Gripe,Cutervo
59992440.0,Jorge Raúl Pérez Silva,1958-04-15,F,SAN JOSE DE LIRIO,"congestión nasal, tos",Gripe,Cutervo
24819596.0,Ángel Gloria Gutiérrez Torres,1976-06-29,F,C.P.M EL CUMBE,,,Cutervo
72150717.0,Jesús Eduardo Silva Rojas,2010-07-07,F,CASERIO SAN JOSE DE LIRIO,"dificultad para respirar, pérdida de olfato, fiebre",COVID-19,Cutervo
77155007.0,Fernando Claudia Martínez Paredes,1980-12-25,M,,,,Cutervo
82746710.0,Patricia Pablo Herrera Gutiérrez,2016-07-05,M,EL CUMBE,,Hipertensión,Cutervo
16838344.0,Fernando Mónica López Silva,2006-10-22,F,CUCHEA,"dolor de garganta, fiebre, tos",Gripe,Cutervo
83784784.0,Pedro Mónica Torres Vargas,2003-08-13,F,CASERIO GRAMALOTILLO,"tos seca, fiebre",COVID-19,Cutervo
90742160.0,Yolanda Mendoza Martínez,1961-05-24,F,SAN JOSE DE LIRIO,"cansancio, micción frecuente, sed excesiva",Diabetes,Cutervo
74205853.0,Sandra Carolina Martínez López,2016-09-22,F,OTRO SAN JUAN BAUTISTA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"micción frecuente, cansancio",Diabetes,Cutervo
20257437.0,Carlos Claudia Herrera Mendoza,1972-03-12,F,CALLAYUC,"sibilancias, opresión en el pecho",Asma,Cutervo
41594826.0,Carlos Gloria Torres Herrera,2004-07-15,M,CHONTAS ALTAS,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
47618167.0,Ángel Andrés Martínez Herrera,1962-11-21,M,EL CUMBE,"dolor de cabeza, visión borrosa",Hipertensión,Cutervo
70278247.0,Juan Mónica Mendoza Torres,1975-04-17,M,,"cansancio, micción frecuente",Diabetes,Cutervo
47079640.0,Juan Héctor García Vargas,2022-08-12,F,CASERIO VILUCO,"dolor de cabeza, náuseas, sensibilidad a la luz",Migraña,Cutervo
86329760.0,Jesús Mónica Cruz García,1987-11-14,M,OTRO. SANTA RITA NRO. PUERTA SN PISO.01,"congestión nasal, dolor de garganta",Diabetes,Cutervo
98134458.0,Jesús Rojas González,2010-01-21,M,OTRO VISTA ALEGRE NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dolor de cabeza, visión borrosa, mareos",Hipertensión,Cutervo
37798476.0,Carmen Mónica Vargas Martínez,1995-07-11,F,EL CUMBE,,Hipertensión,Cutervo
88663783.0,Fernando Alberto González García,2016-08-23,F,OTRO. CHURAZ NRO. PUERTA SN PISO.01,"dificultad para respirar, tos seca, pérdida de olfato",COVID-19,Cutervo
93171622.0,Miguel Natalia Castillo Rodríguez,1972-05-21,M,,"dificultad para respirar, fiebre, pérdida de olfato",COVID-19,Cutervo
38122465.0,María Sara Gutiérrez Vargas,1995-02-08,M,LLANGUA,"pérdida de olfato, tos seca, fiebre",COVID-19,Cutervo
23738849.0,Carlos Pablo Delgado Torres,1979-06-22,M,VILUCO,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
89468727.0,Ángel Pablo Paredes Herrera,2015-11-04,M,CASERIO GRAMALOTILLO,"dolor de cabeza, sensibilidad a la luz",Migraña,Cutervo
43676701.0,Carmen Carolina García Mendoza,2010-05-30,M,CHURAZ,"picazón, estornudos",Alergia,Cutervo
46427390.0,María Claudia Flores García,1985-12-01,M,CASERIO SANTA ROSA DE QUEROMARCA,"mareos, dolor de cabeza",Hipertensión,Cutervo
29547333.0,Juan Gloria Rodríguez Herrera,1997-07-12,M,C.P.EL CUMBE,"dolor abdominal, náuseas",Gastritis,Cutervo
82814601.0,Jesús Natalia Castillo Gutiérrez,1990-09-17,F,VILUCO,"picazón, estornudos, ojos llorosos",Alergia,Cutervo
80881683.0,Pedro Luisa Rojas Sánchez,1948-04-21,F,SANTA FE,"náuseas, dolor de cabeza",Migraña,Cutervo
29689538.0,Rosa Pablo Rodríguez Flores,1973-07-16,M,BATANCILLO,"visión borrosa, mareos, dolor de cabeza",Hipertensión,Cutervo
30359767.0,Verónica Natalia Ramírez Rojas,2012-10-06,F,BATANCILLO,acidez estomacal,Migraña,Cutervo
28733794.0,Lucía Mónica Rodríguez Delgado,1986-05-10,F,CUCHEA,"mareos, visión borrosa",Hipertensión,Cutervo
48291726.0,María Luisa Cruz Silva,1989-04-26,M,SAN JUAN DE CHORRILLOS,,,Cutervo
72361823.0,Jorge Eduardo Delgado Torres,2023-12-03,M,SAN ISIDRO,"pérdida de olfato, fiebre, dificultad para respirar",COVID-19,Cutervo
96277888.0,Luis Roberto González García,1996-06-26,M,CHORRILLOS,"fiebre, dolor de garganta",Gripe,Cutervo
46554651.0,Lucía Andrés López García,2023-08-20,F,SAN JOSE  DE LIRIO,"dificultad para respirar, pérdida de olfato, tos seca",COVID-19,Cutervo
29535491.0,José Pablo Rodríguez Torres,1949-01-04,F,,"tos, congestión nasal, dolor de garganta",Gripe,Cutervo
97202915.0,Pedro Diego Rodríguez Pérez,1968-01-03,F,CALLAYUC,tos seca,Migraña,Cutervo
97562079.0,Juan Luisa Torres González,2005-08-31,M,SAN JOSE,"tos seca, fiebre",COVID-19,Cutervo
25098875.0,Sandra Isabel Flores Sánchez,1997-10-20,M,C.P.EL CUMBE,fiebre,,Cutervo
32008848.0,José Laura Mendoza Sánchez,1992-01-02,M,SANTA ROSA,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
58424148.0,Carlos Laura Paredes Vargas,1976-02-01,F,CHURAS,,,Cutervo
54588862.0,Jorge Diego Paredes Torres,1998-04-11,F,OTRO COSTADO DE LA INSTITUCION SN   PISO 01,fiebre,,Cutervo
37517832.0,Fernando Luisa Sánchez Vargas,1973-03-04,F,C.P.EL CUMBE,fiebre,Migraña,Cutervo
62243858.0,Jesús Cruz Gutiérrez,1999-10-21,M,SAN JUAN DE CHORRILLOS,"náuseas, dolor de cabeza",Migraña,Cutervo
88615867.0,Sandra Laura Vargas Flores,1988-04-17,F,,"náuseas, sensibilidad a la luz",Migraña,Cutervo
66720072.0,Lucía Isabel Flores Sánchez,1994-01-25,F,OTRO. CAMINO A SANTA ROSA NRO. PUERTA SN PISO.01,,,Cutervo
45879572.0,Verónica Olga Rodríguez Castillo,1972-12-01,F,CASERIO SAN JOSE DE LIRIO,"dolor de garganta, congestión nasal",Gripe,Cutervo
84898865.0,Miguel Luisa Vargas Sánchez,1996-02-24,F,EL CUMBE,sed excesiva,Gripe,Cutervo
48754431.0,Rosa Pablo Herrera Rodríguez,2023-08-23,F,CASERIO UNION SAN JOSE,"ojos llorosos, estornudos",Alergia,Cutervo
72438552.0,Lucía Luisa Silva Ramírez,2015-04-13,M,OTRO. SECTOR EL CAMPO NRO. PUERTA SN PISO.01,"fiebre, dolor de garganta, tos",Gripe,Cutervo
30121554.0,Fernando Sara González Rodríguez,2004-01-22,M,SAN JUAN BAUTISTA,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
19230247.0,Rosa Marco Gutiérrez Ramírez,1936-02-13,F,JR COMERCIO SNS,"dolor abdominal, acidez estomacal",Gastritis,Cutervo
60840580.0,Marta González Martínez,1981-04-29,F,CALLE JAENZ PEÑA SN,"estornudos, ojos llorosos, picazón",Alergia,Cutervo
79774016.0,Fernando Gloria Delgado Castillo,1951-09-07,M,EL CUMBE,"sensibilidad a la luz, náuseas, dolor de cabeza",Migraña,Cutervo
16704818.0,Miguel Diego Cruz García,2009-01-11,M,CASERIO GRAMALOTILLO,"acidez estomacal, náuseas, dolor abdominal",Gastritis,Cutervo
55516209.0,María David Castillo Delgado,1985-02-10,M,OTRO. CUCHEA NRO. PUERTA SN PISO.01,"dolor de garganta, congestión nasal",Gripe,Cutervo
51705303.0,Carmen Gloria Pérez García,2013-03-04,M,CASERIO PUQUIO,"dificultad para respirar, pérdida de olfato",Hipertensión,Cutervo
13571909.0,Fernando Isabel Rojas Pérez,2003-06-04,M,OTRO. SAN JUAN BAUTISTA NRO. PUERTA SN PISO.01,"dolor de garganta, fiebre, tos",Gripe,Cutervo
48636740.0,Marta Carolina Delgado Pérez,1996-04-22,M,CHONTAS ALTAS,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
29181731.0,Miguel Isabel Paredes Torres,2020-07-24,F,CASERIO PUQUIO,"sibilancias, dificultad para respirar, opresión en el pecho",Asma,Cutervo
99312647.0,Patricia Gloria Mendoza Ramírez,2003-10-19,F,SAN ISIDRO,,,Cutervo
79232511.0,Verónica Eduardo Rodríguez Cruz,2018-07-24,F,OTRO. SAN JOSE NRO. PUERTA SN PISO.01,"dolor de garganta, tos",Gripe,Cutervo
97904948.0,Lucía Roberto Delgado Castillo,1997-04-15,M,,"estornudos, picazón, ojos llorosos",Alergia,Cutervo
14634846.0,Pedro Natalia Mendoza González,1961-08-11,M,CASERIO CHONTAS ALTAS,"opresión en el pecho, dificultad para respirar, sibilancias",Asma,Cutervo
44544529.0,Sandra Claudia López Ramírez,2019-05-04,F,OTRO. LA CONGA NRO. PUERTA SN PISO.01,"cansancio, sed excesiva",Hipertensión,Cutervo
21770524.0,Jesús Laura Silva Martínez,2015-02-12,F,OTRO CHORRILLOS NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"micción frecuente, sed excesiva, cansancio",Diabetes,Cutervo
93652503.0,Ángel Carolina Gutiérrez Herrera,1986-11-17,M,CALLAYUC,"tos seca, pérdida de olfato, dificultad para respirar",COVID-19,Cutervo
87710511.0,Yolanda Marco Paredes Rojas,1995-11-06,M,LA PACCHA MIRAFLORES,"mareos, visión borrosa",Hipertensión,Cutervo
93099645.0,Pedro Pablo Torres Cruz,1998-01-06,M,OTRO SALLOC NRO.SN BLOQUE. PISO.1 INTERIOR.  MZA.  LOTE. KM.,"cansancio, sed excesiva, micción frecuente",Diabetes,Cutervo
70924969.0,Sandra Héctor Rodríguez Vargas,1958-08-22,F,C.P.EL CUMBE,dolor de cabeza,,Cutervo
67888194.0,María Laura Cruz Delgado,2005-09-08,F,EL CUMBE,tos,,Cutervo
66950846.0,Ana Laura García González,1939-06-27,F,OTRO. CAMINO A SECTOR LA PALMA NRO. PUERTA SN PISO.01,tos,,Cutervo
51681483.0,Jorge Andrés Castillo Vargas,1980-04-05,F,SAN ANTONIO DE VILUCO,"dolor de cabeza, visión borrosa",Diabetes,Cutervo
45127982.0,Juan Isabel Flores Cruz,1990-06-24,M,CHURAZ,"náuseas, sensibilidad a la luz, dolor de cabeza",Migraña,Cutervo
64142315.0,María Isabel Torres Delgado,2012-06-17,M,SAN JOSE DE LIRIO,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
98399319.0,Verónica Mónica García Gutiérrez,2003-11-11,F,COMUNIDAD GRAMALOTILLO,"náuseas, acidez estomacal, dolor abdominal",Gastritis,Cutervo
60666578.0,Patricia Pérez Torres,1969-06-25,F,C.P.EL CUMBE,dolor de cabeza,,Cutervo
35955510.0,Yolanda Diego Vargas Rodríguez,1984-10-20,F,EL CUMBE,"micción frecuente, cansancio",Diabetes,Cutervo
51785311.0,Verónica Pablo Herrera Mendoza,1998-09-20,F,,"dificultad para respirar, fiebre",Migraña,Cutervo
21027444.0,Yolanda Laura Mendoza Sánchez,1977-12-05,F,OTRO. SAN JUAN DE CHIPLE NRO. PUERTA SN PISO.02,"opresión en el pecho, dificultad para respirar",Asma,Cutervo
67386265.0,Patricia Diego Silva Delgado,1978-08-10,M,SAN ISIDRO,"dolor de cabeza, mareos, visión borrosa",Hipertensión,Cutervo
86716460.0,Sandra García Cruz,1955-01-27,M,CASERIO NUEVO PIURITA,,,Cutervo
85597819.0,Yolanda Marco Herrera Rojas,1991-12-04,F,CASERIO PUQUIO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
79717247.0,Ángel Sara Vargas Gutiérrez,1963-06-21,F,,"fiebre, tos, congestión nasal",Gripe,Cutervo
86417114.0,Rosa Mónica Rodríguez Sánchez,1997-08-20,F,OTRO. FILADELFIA NRO. PUERTA SN PISO.01,"dolor de cabeza, mareos",Hipertensión,Cutervo
89692926.0,Jorge Luisa Silva Delgado,2020-01-25,F,CASERIO BATANCILLO,"acidez estomacal, náuseas",Gastritis,Cutervo
22011149.0,Rosa Alberto Flores Silva,1987-08-17,M,OTRO SAN JUAN DE CHORRILOS NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"tos, congestión nasal",Gripe,Cutervo
86848218.0,Miguel Eduardo Silva Torres,2012-09-24,M,CASERIO BATANCILLO,mareos,Hipertensión,Cutervo
53913578.0,Jesús Olga Mendoza Pérez,2018-08-12,F,OTRO. NOGAL NRO. PUERTA SN PISO.01,"dolor de cabeza, náuseas",Gastritis,Cutervo
36158481.0,Verónica Héctor Rojas Silva,1948-07-29,M,LA PACCHA,"dificultad para respirar, opresión en el pecho",Alergia,Cutervo
16665302.0,Patricia Torres Delgado,1963-07-06,F,CALLAYUC,,Alergia,Cutervo
52833927.0,Jesús Olga Ramírez Martínez,1954-11-30,M,,estornudos,Asma,Cutervo
74481795.0,Jesús Isabel Rodríguez García,1993-07-13,M,OTRO EL PORVENIR NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,"dificultad para respirar, sibilancias, opresión en el pecho",Asma,Cutervo
81631837.0,Juan Roberto García Herrera,1998-09-28,M,FILADELFIA,"tos seca, pérdida de olfato",COVID-19,Cutervo
45765699.0,Carlos Pablo González Rojas,1979-12-10,M,SAN JOSE DE LIRIO,"ojos llorosos, picazón",Alergia,Cutervo
13967650.0,Yolanda Carolina Paredes Vargas,1994-12-16,M,CARR. LA LIBERTAD NRO. PUERTA SN PISO.01,,Asma,Cutervo
74935320.0,Sandra Mónica Pérez Paredes,1980-08-15,F,OTRO. CUMBE NRO. PUERTA SN PISO.01,"dificultad para respirar, sibilancias",Asma,Cutervo
94341932.0,Juan Isabel Sánchez Vargas,1984-01-13,F,EL CUMBE,,,Cutervo
13429463.0,Juan Laura Rojas Rodríguez,1995-09-13,M,VILUCO,"opresión en el pecho, sibilancias, dificultad para respirar",Asma,Cutervo
44835297.0,Patricia Diego Sánchez Rojas,1998-11-01,M,EL CUMBE,"dificultad para respirar, tos seca",COVID-19,Cutervo
16773258.0,Yolanda Roberto Cruz García,1991-06-18,M,,"acidez estomacal, dolor abdominal, náuseas",Gastritis,Cutervo
55012444.0,José Laura Delgado Silva,1953-10-09,F,OTRO CASERIO LA MERENDANA NRO.SN BLOQUE. PISO.01 INTERIOR.  MZA.  LOTE.,sed excesiva,Gastritis,Cutervo
